Symbol,Date,VolumeShockRatio,SameDayReturn,Direction
infy,2011-04-15,10.91616540887384,-0.09570477918935272,Down
tcs,2011-04-21,5.578055104232334,-0.021826536473291358,Down
sbin,2011-05-17,5.143290766719075,-0.07720236957768012,Down
lt,2011-05-19,5.815753041336878,0.05837999253452786,Up
asianpaint,2011-05-25,6.030398925968546,0.01450987008604665,Up
ntpc,2011-05-31,13.098407430072571,0.0028612303290413976,Up
bajfinance,2011-06-03,6.864255205552589,-0.007936507936507908,Down
kotakbank,2011-06-14,6.54549517228362,0.01014656144306647,Up
titan,2011-06-23,43.68523839588375,0.06663560111835976,Up
bajfinance,2011-06-27,8.938192011212333,0.02586206896551735,Up
ongc,2011-06-27,5.482050347733408,0.04179268627990096,Up
titan,2011-07-07,16.368546333004005,0.025005581603036564,Up
bajfinance,2011-07-13,116.839663629993,0.08730158730158721,Up
kotakbank,2011-07-13,5.584560115461848,0.03046218487394947,Up
hdfcbank,2011-07-19,6.447575598774661,-0.008155339805825168,Down
titan,2011-07-21,8.089836966982158,-0.03193096008629992,Down
maruti,2011-07-26,5.948950765489071,-0.0036402116402115547,Down
hindunilvr,2011-07-28,5.005866564354309,-0.009662576687116453,Down
hdfcbank,2011-08-08,5.93334379979315,-0.023255813953488413,Down
bajfinance,2011-08-09,13.299410264583997,-0.014705882352941124,Down
kotakbank,2011-10-14,10.088313305839216,0.0031645569620253333,Up
bajfinance,2011-10-19,6.418983431620331,0.007407407407407307,Up
hdfcbank,2011-10-25,6.825187521217713,-0.03385631709331127,Down
bhartiartl,2011-11-30,11.475620372493715,0.03318169654803338,Up
icicibank,2011-11-30,7.783441496032,-0.029224428624953003,Down
asianpaint,2012-01-06,7.1171505581928916,-0.004117536964252211,Down
infy,2012-01-12,5.975306436608596,-0.08434757996037368,Down
bajfinance,2012-01-13,5.3942890106720505,-0.007692307692307665,Down
maruti,2012-01-17,5.825266109907477,0.09949903278607208,Up
asianpaint,2012-01-25,5.203842455688394,0.01568907113567497,Up
bajfinance,2012-02-01,8.018403719488571,0.040000000000000036,Up
bajfinance,2012-03-02,6.8724084975684665,0.01298701298701288,Up
itc,2012-03-16,6.648357205380162,0.034829443447037756,Up
sunpharma,2012-03-16,5.316881571063901,-0.06923601637107779,Down
infy,2012-04-13,9.636418022366616,-0.12652705061082026,Down
tcs,2012-04-24,7.271737594460663,0.12215748919376046,Up
bajfinance,2012-05-16,5.124718231672442,-0.02857142857142858,Down
asianpaint,2012-05-31,5.250778540830897,0.05371413598847119,Up
maruti,2012-05-31,5.246031455945943,-0.04413361713218367,Down
bhartiartl,2012-06-04,5.479341348434211,-0.020940668107030103,Down
infy,2012-07-12,7.271769673836088,-0.0836840401424408,Down
bajfinance,2012-07-17,16.361607742976208,0.01041666666666674,Up
maruti,2012-07-19,12.764414506393065,-0.08910810370128808,Down
asianpaint,2012-07-20,5.537573471819074,0.027079303675048294,Up
hindunilvr,2012-07-24,6.951660681335411,0.07506490574556945,Up
bhartiartl,2012-08-08,11.216500618925046,-0.06620149761742677,Down
bajfinance,2012-08-09,5.192233781724206,0.03755868544600949,Up
bajfinance,2012-09-03,10.484334796428032,-0.004761904761904856,Down
bajfinance,2012-09-21,5.501804743898247,-0.004566210045662045,Down
infy,2012-10-12,7.913053477726917,-0.05447655139744201,Down
bajfinance,2012-10-19,8.150334216168496,-0.015503875968992276,Down
titan,2012-11-01,7.182555530617329,0.0996914770536057,Up
bajfinance,2012-11-29,14.386632990091316,-0.007299270072992692,Down
bajfinance,2012-12-19,45.627768987341774,0.007751937984496138,Up
itc,2012-12-21,5.146825144269168,-0.00026123301985381264,Down
infy,2013-01-11,13.346807894077143,0.16775749224939718,Up
bajfinance,2013-01-15,8.910542594768264,0.007168458781362075,Up
ongc,2013-01-18,7.490054412155156,0.0739327450512759,Up
hindunilvr,2013-01-22,8.063843633194468,-0.03288084464555052,Down
kotakbank,2013-01-22,5.111643511694456,0.015847860538827252,Up
lt,2013-01-24,5.651103153977776,0.015277077178064369,Up
axisbank,2013-01-29,6.648370092335904,0.04423213021939132,Up
ntpc,2013-02-07,13.279261453640272,-0.02450592885375491,Down
bajfinance,2013-02-13,5.079199514857489,0.016129032258064502,Up
ntpc,2013-02-28,13.716657550531318,-0.019110764430577132,Down
asianpaint,2013-03-15,5.2476038609645625,0.02266925354845295,Up
titan,2013-03-15,6.032394524021636,0.05673139864717425,Up
bajfinance,2013-04-03,5.230554829718666,0.021186440677966045,Up
infy,2013-04-12,13.231943778535115,-0.2125908654505555,Down
bajfinance,2013-04-22,5.11311221859426,0.042735042735042805,Up
maruti,2013-04-26,6.153462413758905,0.051667242842327044,Up
hindunilvr,2013-04-29,5.32559735611188,0.06945489732286858,Up
bajfinance,2013-05-08,5.127471531357997,0.0625,Up
bajfinance,2013-06-11,14.471780706477212,0.0,Down
titan,2013-06-12,17.789661272379007,-0.13764755480607072,Down
hindunilvr,2013-06-24,5.218996826612602,-0.011343435198509999,Down
ongc,2013-06-28,6.995680992434901,0.033957845433255196,Up
bajfinance,2013-07-02,10.47137000616275,-0.01388888888888895,Down
infy,2013-07-12,8.523070772722583,0.10900174023097597,Up
bajfinance,2013-07-16,7.004313925135983,-0.04054054054054068,Down
hindunilvr,2013-07-17,10.050763562986575,0.09942224362060648,Up
lt,2013-07-22,5.858829637374925,-0.07445907445907451,Down
asianpaint,2013-07-30,13.018780192799356,-0.002051582649472472,Down
bajfinance,2013-08-12,14.415742320819113,0.07619047619047636,Up
asianpaint,2013-08-14,10.697921765242814,-0.011819524946016569,Down
kotakbank,2013-08-20,7.119056334555995,0.020933977455716457,Up
asianpaint,2013-08-29,13.668718062447445,0.02857142857142847,Up
axisbank,2013-08-30,7.466186560307338,-0.020863943579194855,Down
kotakbank,2013-09-16,5.988294585387922,-0.006983240223463638,Down
maruti,2013-10-29,7.350408466377653,0.08054977368090666,Up
titan,2013-11-26,5.923196878950064,-0.01664476565922035,Down
bajfinance,2013-12-04,6.033387119265324,-0.006802721088435382,Down
ntpc,2013-12-10,20.396216813478006,-0.11336982017200936,Down
maruti,2014-01-28,11.54346453304599,-0.08006814310051102,Down
titan,2014-01-30,6.0146835625336905,0.037968786396459286,Up
ntpc,2014-02-24,7.559444251477947,-0.11775362318840576,Down
bajfinance,2014-03-03,9.140673339399454,0.01273885350318471,Up
infy,2014-03-13,5.536885804431476,-0.08542166049248201,Down
bajfinance,2014-03-20,5.259931302270012,-0.0119760479041916,Down
axisbank,2014-03-21,6.112909093993828,0.027261005710075725,Up
sunpharma,2014-04-09,6.50388060287018,0.0712463866689339,Up
bajfinance,2014-04-10,11.93041842971321,0.017094017094017033,Up
ntpc,2014-05-19,5.277724511919181,0.10670314637482892,Up
titan,2014-05-22,6.228935106878062,0.06748268642293431,Up
infy,2014-05-29,5.519338960902333,-0.0784066557418378,Down
hindunilvr,2014-05-30,9.523026149740904,0.08428430227333994,Up
ongc,2014-06-06,5.067776979530283,0.11093218822687412,Up
asianpaint,2014-06-09,5.607182136669976,0.04501830414564156,Up
kotakbank,2014-07-07,19.53911465877744,-0.012471655328798237,Down
axisbank,2014-07-28,5.33369389056479,-0.004532292584665587,Down
sunpharma,2014-09-26,5.211273626771024,0.04178237003551821,Up
infy,2014-10-10,6.911721402529682,0.06635954809696165,Up
tcs,2014-10-17,5.500385584746079,-0.08845823531608232,Down
titan,2014-10-31,6.87501685449727,-0.061754887935145386,Down
sbin,2014-11-20,11.008600017821035,0.020786806390654666,Up
kotakbank,2014-11-21,7.411953280901514,0.03674881106787731,Up
titan,2014-12-01,5.035951923514481,0.052177430227854815,Up
icicibank,2014-12-04,5.620192728135417,0.009350091968117757,Up
sbin,2014-12-04,7.941296624507029,0.007391099229438591,Up
infy,2014-12-08,40.518141763450835,-0.04839644513137564,Down
sbin,2014-12-18,9.262435711955295,0.017729908864954513,Up
icicibank,2014-12-19,8.686121359791839,0.02974864778873676,Up
infy,2014-12-24,5.083883415853459,-0.020795293162913397,Down
icicibank,2015-01-07,6.794525943045826,-0.027052681537731438,Down
infy,2015-01-09,6.526938281217721,0.05118070335461633,Up
bajfinance,2015-01-14,26.258756209520218,0.08477011494252884,Up
hindunilvr,2015-01-19,8.021338468945595,-0.051538175442325085,Down
maruti,2015-01-27,5.262688613128771,0.022513655141819466,Up
titan,2015-01-28,8.73437628172954,0.08136777736178713,Up
itc,2015-02-28,8.053925809641132,-0.08211087826252617,Down
hdfcbank,2015-03-26,5.772647412802285,-0.02630052214271905,Down
sunpharma,2015-04-21,124.3079926933624,-0.08775627514849582,Down
infy,2015-04-24,6.406898937199659,-0.05975494816211124,Down
maruti,2015-04-27,7.5276644837722415,0.030214039645338087,Up
titan,2015-05-08,7.559543266852047,-0.04316060073061834,Down
asianpaint,2015-05-18,5.934767130190943,-0.029798810578261392,Down
sbin,2015-05-22,5.024003112288414,-0.026873385012919915,Down
bajfinance,2015-05-29,10.627973914998876,-0.0474576271186441,Down
bhartiartl,2015-05-29,13.189486885171247,0.05607940446650139,Up
ntpc,2015-05-29,12.226302921038585,0.01426024955436711,Up
bajfinance,2015-06-22,5.153784955646604,0.043604651162790775,Up
bajfinance,2015-07-09,5.374868124661401,-0.03923444976076551,Down
infy,2015-07-21,8.824386469682182,0.11126648022373131,Up
sunpharma,2015-07-21,9.59277762444052,-0.15058016877637126,Down
kotakbank,2015-07-31,6.282745329040302,-0.029647715381932338,Down
titan,2015-07-31,6.536602398254179,-0.04471664698937439,Down
ntpc,2015-08-24,5.693791692860293,-0.06562955760816724,Down
titan,2015-08-27,6.074365965377631,0.06866820631254811,Up
bajfinance,2015-09-18,6.123606005856333,-0.045192307692307754,Down
maruti,2015-10-05,6.329662015826063,-0.03630726909515647,Down
ntpc,2015-10-16,5.080706514952221,0.014402304368698937,Up
bajfinance,2015-10-20,7.127980516906115,0.05882352941176472,Up
titan,2015-11-02,7.164693935037451,0.01900271467352499,Up
maruti,2015-11-30,15.54141956793968,0.005862381415050022,Up
sunpharma,2015-12-04,8.54691924146973,0.039207593891869674,Up
itc,2015-12-07,5.629651135815743,-0.0665327081937932,Down
titan,2015-12-11,6.097484518462538,-0.028118538938663007,Down
titan,2015-12-31,7.319044671572805,-0.00771759325425192,Down
reliance,2016-01-13,5.5649088330086,0.03003634972259417,Up
infy,2016-01-14,5.5862112809769275,0.04578179804319715,Up
bajfinance,2016-02-03,12.74877588524772,0.09810671256454384,Up
sbin,2016-02-11,5.3202048652966685,-0.029874213836478036,Down
ntpc,2016-02-24,5.249857091743251,-0.04120213281628693,Down
axisbank,2016-02-29,7.970280806407987,-0.027436262456322025,Down
itc,2016-02-29,8.561177773464705,0.016241299303944245,Up
kotakbank,2016-03-11,5.050000441061016,-0.0179526355996944,Down
bajfinance,2016-05-24,5.759015834152803,-0.003919007184846501,Down
lt,2016-05-26,7.885600920575234,0.14133906277219688,Up
bhartiartl,2016-05-31,7.563976482221943,-0.012644001123911175,Down
hindunilvr,2016-05-31,9.114496275363534,-0.0071984549657634345,Down
ntpc,2016-05-31,10.118854193846252,-0.0029251984956122357,Down
sunpharma,2016-05-31,6.667936730041768,-0.060768378278537205,Down
titan,2016-05-31,19.042989573178946,-0.008389492504469853,Down
infy,2016-07-15,11.61251589578372,-0.08816527801394325,Down
ntpc,2016-07-15,6.529276013229068,-0.015500945179584225,Down
tcs,2016-07-15,5.340596037139088,-0.03037392442206266,Down
bajfinance,2016-07-26,11.866958647129618,0.09571508069003909,Up
asianpaint,2016-07-28,7.120165170793291,0.06234695799585621,Up
axisbank,2016-08-31,17.27865429887856,0.009642222786095056,Up
bhartiartl,2016-09-01,15.053772633409181,-0.06271671943313717,Down
bajfinance,2016-09-08,17.867728755441256,0.021071115013169273,Up
bajfinance,2016-09-23,9.530877582029486,-0.0013297872340424233,Down
kotakbank,2016-09-29,38.13943194393213,-0.012464046021092967,Down
titan,2016-10-13,5.245581227067606,-0.0383948476591528,Down
infy,2016-10-14,5.136882720574294,-0.02385251354176554,Down
lt,2016-11-04,9.88500825938075,-0.016877856252596635,Down
sunpharma,2016-11-04,9.175673640115914,-0.07411355077097981,Down
bajfinance,2016-11-09,5.167315216677785,-0.055894308943089444,Down
titan,2016-11-09,5.500962527430793,-0.06021824060352943,Down
asianpaint,2016-11-15,6.318424200154243,-0.07430115348643873,Down
maruti,2016-11-15,5.093854065155898,-0.056025709694697334,Down
infy,2017-01-13,5.058577039746458,-0.0242,Down
tcs,2017-01-13,5.3947255381375205,-0.04052382374269503,Down
bhartiartl,2017-01-25,5.63647828852313,-0.016271721958925678,Down
kotakbank,2017-01-25,7.541330201902499,0.06996300033636071,Up
icicibank,2017-01-27,6.847809015737485,0.04633939906897999,Up
ongc,2017-01-31,8.226913419587978,0.003467921724052525,Up
titan,2017-02-08,10.94151321804571,0.08171305121362327,Up
hdfcbank,2017-02-17,89.10477886613238,0.03689759036144569,Up
reliance,2017-02-22,10.910877652325858,0.10972247748575614,Up
bhartiartl,2017-02-23,13.623367332275997,0.01454293628808867,Up
itc,2017-03-17,5.719225990870861,0.04768113242689509,Up
kotakbank,2017-03-22,6.458446692233047,0.003199534613147037,Up
hdfcbank,2017-03-30,6.918830109822854,0.026319473610527888,Up
icicibank,2017-05-04,7.435720034491804,0.09195402298850586,Up
bhartiartl,2017-05-10,7.2272792675648025,0.07965242577842147,Up
tatasteel,2017-05-17,10.005734417450645,0.08214676889375694,Up
sunpharma,2017-05-29,17.464847276997766,-0.11459526116444985,Down
icicibank,2017-05-31,7.749321046239206,0.015571526351813914,Up
titan,2017-06-05,24.425452849362664,0.1697933227344992,Up
itc,2017-07-03,5.334442909388638,0.05824192800865147,Up
itc,2017-07-18,15.594282494556387,-0.12486544671689981,Down
kotakbank,2017-07-20,7.762717083183404,-0.014332411365350683,Down
reliance,2017-07-21,6.898561980960003,0.036760858189429646,Up
hdfcbank,2017-07-24,5.090147943549994,0.01879036993540817,Up
titan,2017-08-04,11.240082740983114,0.09524236179553824,Up
sbin,2017-08-11,5.540257598709894,-0.05578024941017867,Down
infy,2017-08-18,26.57386568253658,-0.09561128526645757,Down
ntpc,2017-08-29,5.218750567682626,-0.02804709141274242,Down
bajfinance,2017-09-07,5.487592412982458,0.05594405594405605,Up
bhartiartl,2017-09-28,5.8926592457502345,-0.010104935872522258,Down
hdfcbank,2017-09-28,6.207223392976701,0.010583201981535728,Up
bhartiartl,2017-10-13,16.357915471732685,0.07657713928794507,Up
axisbank,2017-10-18,9.315572668694323,-0.09480658676800147,Down
icicibank,2017-10-25,10.67666641964829,0.14687675858187954,Up
kotakbank,2017-10-25,5.502180164702807,-0.05184142622566268,Down
sbin,2017-10-25,20.001566380364988,0.27687168402436635,Up
hdfcbank,2017-10-26,5.7638782921718965,0.00011142061281343985,Up
bhartiartl,2017-11-01,11.890194139837654,0.08427192276749795,Up
titan,2017-11-06,17.136322941797346,0.18787419477074652,Up
sbin,2017-11-10,6.151156471217677,0.0632770162575711,Up
kotakbank,2017-12-15,5.701182718704732,0.005123200780678294,Up
sunpharma,2017-12-27,6.2998098029370695,0.06465915388878618,Up
itc,2018-02-01,6.230097837113622,0.014369933677229385,Up
sunpharma,2018-02-21,5.051315405993569,-0.06032171581769441,Down
tcs,2018-03-13,38.206113175656625,-0.05419042002489993,Down
titan,2018-03-28,5.454868545432075,-0.00010611205432942139,Down
tcs,2018-04-20,6.8848161038893245,0.0661820005013789,Up
axisbank,2018-04-27,8.98290706230686,0.0920506329113926,Up
kotakbank,2018-05-02,5.091249580926854,0.03777869529314626,Up
icicibank,2018-05-08,5.175846819815622,0.06728778467908891,Up
asianpaint,2018-05-11,7.06717152673035,0.05645889792231262,Up
bajfinance,2018-05-17,6.951751170986805,0.07630208333333344,Up
ongc,2018-05-24,8.358837885918676,-0.043899657924743485,Down
hdfcbank,2018-05-31,7.817335669904498,0.04442491700839679,Up
ntpc,2018-05-31,6.5896207760721826,0.01379310344827589,Up
sunpharma,2018-06-08,7.193523518083108,0.08081841432225056,Up
tcs,2018-06-15,5.2908513111941495,0.02936980783754306,Up
hdfcbank,2018-06-28,6.191454783713771,0.008614976805831898,Up
tcs,2018-07-11,9.82755166599766,0.05589035251453267,Up
infy,2018-07-16,5.306521382719786,0.011689691817215575,Up
hindunilvr,2018-07-17,5.5795232526793255,-0.03971448965024982,Down
bajfinance,2018-07-20,6.711252302605038,0.07976190476190492,Up
asianpaint,2018-07-25,5.58763900833645,-0.011991142905808161,Down
itc,2018-07-27,8.370369209793406,0.053447075208913786,Up
sbin,2018-08-10,6.566596166491123,-0.04080025204788906,Down
sunpharma,2018-08-14,5.648363346368727,0.06721049831530412,Up
lt,2018-08-20,5.814250452917899,0.06737088255452961,Up
bajfinance,2018-09-24,5.808875957385632,-0.05001050640890936,Down
kotakbank,2018-10-01,5.431972600585473,-0.01708278580814715,Down
ongc,2018-10-05,6.38372937433269,-0.14704176334106722,Down
asianpaint,2018-10-23,7.687686376109661,-0.051607797400866406,Down
bajfinance,2018-10-24,5.481990715232006,0.10993759001440218,Up
ntpc,2018-10-25,18.248524009981438,-0.004782928623988214,Down
sunpharma,2018-11-27,7.308992465300531,-0.033088595203132565,Down
ntpc,2018-11-29,5.274503529419519,-0.008364700961940641,Down
kotakbank,2018-12-07,12.576736235437012,0.08430417284473624,Up
ongc,2018-12-27,5.3497888331531644,0.02114597544338337,Up
sunpharma,2019-01-18,12.380131751164564,-0.0839291993904584,Down
axisbank,2019-01-30,5.382427010398972,0.045705637533106414,Up
icicibank,2019-01-31,5.125806361930744,-0.003962831374692555,Down
ntpc,2019-01-31,5.541769982951397,0.006920415224913601,Up
kotakbank,2019-02-22,38.14255808775755,-0.03975179367849535,Down
ongc,2019-02-28,5.673804654242833,0.00439189189189193,Up
hdfcbank,2019-03-13,6.783774008167156,0.02561031782588663,Up
ntpc,2019-03-22,5.270488252348312,0.041779497098646035,Up
hdfcbank,2019-04-10,11.353181532971975,-0.021860790486183945,Down
ongc,2019-04-25,12.756535197175259,0.0011858879335902017,Up
tatasteel,2019-04-26,5.096013669447778,0.06653620352250478,Up
sunpharma,2019-05-13,5.080769528200775,-0.09057681324957167,Down
bajfinance,2019-05-17,5.094305406636593,0.061414790996784596,Up
sunpharma,2019-05-29,5.850772146381018,0.026771653543307128,Up
bajfinance,2019-07-09,5.021342123369746,0.055669498974509235,Up
titan,2019-07-09,12.920787223446437,-0.12255978282566171,Down
asianpaint,2019-07-24,7.340487421656583,0.037814391156819616,Up
bajfinance,2019-07-25,8.523960594838034,-0.040018906570033264,Down
axisbank,2019-07-31,7.92152374947934,-0.04734313171283211,Down
bhartiartl,2019-08-02,5.505388559173304,0.060666872491509816,Up
reliance,2019-08-13,6.333703786085277,0.09697960588589627,Up
bhartiartl,2019-08-27,6.317884671943293,-0.0342437266047414,Down
sunpharma,2019-09-04,5.322169801153943,-0.02936155684533981,Down
hdfcbank,2019-09-20,6.699472621968418,0.08955495004541314,Up
itc,2019-09-20,6.4783022455005455,0.005703422053231932,Up
axisbank,2019-10-01,5.612730043982021,-0.008540145985401537,Down
